sourceID,reportingCompany,companyId,contribEmail,reportingCountry,sourceURL,timeSourceAdded,sourceAddType,format,timeSourceScraped,scraped,reportStartDate,reportEndDate,fiscalYear,reportCurrency,currencyMultiplier,nonCurrencyPayment,review,sourceAddedBy,sourcePublishDate,reason
A2bxA,Peyto Exploration & Development Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://www.peyto.com/Files/ESTMA/2016/2016ESTMA.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,26-Apr-17,NA
A36eL,Pine Cliff Energy Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.pinecliffenergy.com/upload/media_element/96/01/estma-report-final.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
AV4xZ,Pinecrest Resources Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.pinecrestresources.com/i/pdf/ESTMAReporting.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR 1 entity names found in project names (in id); 1 project names found in entity names (in id),tmorrison@resourcegovernance.org,9-May-17,NA
Aq0zL,Platinum Group Metals Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://s1.q4cdn.com/169714374/files/doc_downloads/2017/ESTMA-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,9/1/15,8/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,20-Jan-17,NA
LmP1Z,PÃ•Â©trolia inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.petrolia-inc.com/mod/file/ContentFile/072b030ba126b2f4b2374f342be9ed44.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,30-May-17,NA
AO8QX,Point Loma Resources Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.pointloma.ca/wp-content/uploads/2017/06/Point-Loma-2016-ESTMA-Report-Cover-Page-vs-2-combined.pdf,6/20/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR sourceId not found in project table,tmorrison@resourcegovernance.org,17-Apr-17,NA
LwMxX,Polymet Mining Corp.,NA,NA,Canada,http://polymetmining.com/wp-content/uploads/2013/02/PolyMet-2017-ESTMA.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,yes,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,2-Aug-17,NA
Z73GZ,Polymetal Intl Plc,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741497063,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/28/16,NA
XJKGZ,Polymetal Intl Plc,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741497063,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,28-Jun-16,NA
XJRkX,Potash Corporation of Saskatchewan Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.potashcorp.com/media/2016_ESTMA_Report.xlsx,6/5/17,ESTMA scraper,XLS,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,30-May-17,NA
XJBkX,Prairie Provident Resources Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.ppr.ca/wp-content/uploads/2017/05/2016-Extractive-Sector-Transparency-Measures-Act-ESTMA-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,26-May-17,NA
ZrOpL,PrairieSky Royalty Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.prairiesky.com/files/galleries/ESTMAPSK_December_31_2016_FINAL.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR sourceId not found in project table,tmorrison@resourcegovernance.org,5/17/17,NA
XN87L,Premier Gold Mines Limited,NA,elliot.kt.tan@gmail.com,Canada,https://www.premiergoldmines.com/assets/docs/estma2016-final-report-20170531130939.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,29-May-17,NA
AxPDA,Premier Oil Plc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/SC234781/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,21-Jun-17,NA
AGK6A,Premier Oil Plc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/SC234781/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,21-Jun-17,NA
LozDZ,Premier Oil Plc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/SC234781/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,21-Jun-17,NA
AgN3L,Premier Oil Plc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/SC234781/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,21-Jun-17,NA
XJBJX,Pretium Resources Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://s1.q4cdn.com/222336918/files/doc_downloads/regulatory/ESTMA-Report-(Year-Ended-December-31-2016).pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,18-Feb-17,NA
ZnxRA,Primero Mining Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://s1.q4cdn.com/439504096/files/doc_downloads/ESTMA/2016-Primeo-Mining-Corp-ESTMA-REPORT.PDF,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
L6gEA,Progress Energy Canada Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.progressenergy.com/wp-content/uploads/PECL-December-31-2016-Report-Final-w-Audit-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,29-May-17,NA
ZrdWA,Progress Sasol Montney Partnership,NA,elliot.kt.tan@gmail.com,Canada,http://www.progressenergy.com/wp-content/uploads/PSMP-June-30-2016-Report-Final-w-Audit-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,7/1/15,6/30/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,29-May-17,NA
Ak2PL,Pure Gold Mining Inc.,NA,NA,Canada,http://puregoldmining.ca/sites/default/files/PGM_ESTMA_Report_YE_March_31_2017.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,yes,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,7/4/17,NA
ZWDNL,Quaterra Resources Inc.,NA,elliot.kt.tan@gmail.com,Canada,https://quaterra.com/wp-content/uploads/estmareporting-2016-may-23-2017.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/23/17,NA
A49mX,Questerre Energy Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://www.questerre.com/assets/Presentation/ESTMA%20Reporting%20Template%20-%20QEC%20Final.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,NA,tmorrison@resourcegovernance.org,30-May-17,resolved
XJ9WA,Questfire Energy Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://www.questfire.ca/_pdfs/Questfire-Energy-Corp-ESTMA-report-2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR 2 entity names found in project names (in general),tmorrison@resourcegovernance.org,30-May-17,NA
AO5WZ,Raging River Exploration Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://rrexploration.com/investorrelations/extractive-sector-transparency-measures-act-estma/RRX%20ESTMA%20Report%20-%20FINAL.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,25-May-17,NA
L93oX,Randgold Resources,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741508422,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,30-Jun-16,NA
AbN7A,Randgold Resources,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741508422,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,30-Jun-16,NA
ZlNPA,Renaissance Oil Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://renaissanceoil.com/wp-content/uploads/2016-ROE-ESTMA-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,30-May-17,NA
L1y0L,Repsol Canada Energy Partnership,NA,NA,Canada,http://www.nrcan.gc.ca/mining-materials/estma/19709,8/24/17 16:42,ESTMA Scraper,N/A,NA,broken link,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,6/1/17,NA
AMBJX,Repsol Sinopec Resources UK Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00825828/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,11/28/16,NA
XB1kA,Repsol Sinopec Resources UK Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00825828/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,28-Nov-16,NA
Z7blX,Ressources Falco LtÃ•Â©e.,NA,elliot.kt.tan@gmail.com,Canada,http://s2.q4cdn.com/211529177/files/Governance/Falco-LMTSE-2016-(FR)-(final).pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,7/1/15,6/30/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,13-Nov-16,NA
ZrKJL,Revelo Resources Corp.,NA,NA,Canada,http://www.reveloresources.com/content/663/RVL_ESTMA_201701.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,yes,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,7/4/17,NA
AgoaA,Richmont Mines Inc.,NA,elliot.kt.tan@gmail.com,Canada,https://s21.q4cdn.com/763136974/files/doc_financials/annual_reports/2016/2016-ESTMA-Reporting.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR Canada Taxes don't tally,tmorrison@resourcegovernance.org,25-May-17,NA
AbOqX,Rife Resources Ltd,NA,elliot.kt.tan@gmail.com,Canada,http://www.rife.com/upload/media_element/39/02/estmareporting2016rife.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR 5 project names found in entity names (in general),tmorrison@resourcegovernance.org,16-May-17,NA
XyRxZ,Rio Tinto PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00719885/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/29/16,NA
X83NA,Rio Tinto PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00719885/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,28-Jun-17,NA
Lw2wZ,Rio Tinto PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00719885/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,29-Jun-16,NA
AkzQL,Rio Tinto PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00719885/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,28-Jun-17,NA
Lo2eZ,RMP Energy Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://rmpenergyinc.com/uploads/filings/2016_ESTMA_Report-RMP_Energy.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR Canada Fees don't tally,tmorrison@resourcegovernance.org,5/4/17,NA
AveeL,Rosneft Ojsc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://www.rosneft.com/upload/site2/document_file/Rosneft_GP_2015_ENG_30.06_final.pdf,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,30-Jun-16,NA
LQgWX,Rosneft Ojsc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://www.rosneft.com/upload/site2/document_file/Rosneft_GP_2015_ENG_30.06_final.pdf,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,30-Jun-16,NA
L039Z,ROYAL DUTCH SHELL PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/04366849/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,4/18/16,NA
APQoX,ROYAL DUTCH SHELL PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/13/17,NA
AqnOX,ROYAL DUTCH SHELL PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/04366849/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,4/18/16,NA
Apz4Z,ROYAL DUTCH SHELL PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,13-Jun-17,NA
XNQxA,Royal Nickel Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://www.rncminerals.com/download/ESTMA-RNC-Dec+31+2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/25/17,NA
L0RNX,Rugby Mining Limited,NA,NA,Canada,https://static1.squarespace.com/static/57054eb72b8dde64ceaa6e04/t/5979149d440243247a9db487/1501107358795/Rugby+Mining+-+ESTMA+Mar16+to+Feb17_.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,yes,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,2-Aug-17,NA
Ap57X,Rye Patch Gold Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://ryepatchgold.com/wp-content/uploads/2017/05/ESTMA2016-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,30-May-17,NA
Axv5Z,Sabina Gold & Silver Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://www.sabinasilver.com/assets/docs/ESTMA.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
Akk6A,Sabre Energy Ltd.,NA,elliot.kt.tan@gmail.com,Canada,https://sabreenergy-my.sharepoint.com/personal/general_sabre-energy_com/_layouts/15/guestaccess.aspx?docid=166e82505c1e144b4a867499ee2447540&authkey=Ac7aL4dHySVvXOd4YQei5KU,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,1-May-17,NA
AGRRL,Saguaro Resources Ltd,NA,elliot.kt.tan@gmail.com,Canada,http://saguaroresources.com/ESTMA_Report_FINAL.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
XynGZ,Sandspring Resources Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.sandspringresources.com/i/pdf/reports/2016-ESTMA-Final.pdf,6/7/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,29-May-17,NA
AVdoZ,SanLing Energy Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://sanlingenergy.com/documents/SanLingEnergy-ESTMAReportingTemplate2016-FINAL-SIGNED.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,12-May-17,NA
LEmjL,Santacruz Silver Mining Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.santacruzsilver.com/i/pdf/estma/2016-ESTMA-SCZ.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,29-May-17,NA
L9yeL,Scorpio Gold Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://www.scorpiogold.com/i/pdf/fs/ESTMA_SGN_2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2-May-17,NA
AM6QX,Seabridge Gold Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://seabridgegold.net/pdf/estma16.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
XyOGL,Semafo Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://s2.q4cdn.com/795832262/files/doc_downloads/ESTMA-Reporting-Semafo-2016-EN.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
AKgpA,Seplat Petroleum,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741508071,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/30/16,NA
Z5a5Z,Seplat Petroleum,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741508071,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/30/16,NA
X8y9Z,Serarfina Energy Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.serafinaenergy.com/sites/default/files/ESTMA%20Report%20-%202016-12-31%20ver.%202.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/23/17,NA
ZnJJZ,Serinus Energy Inc,NA,elliot.kt.tan@gmail.com,Canada,https://secure.sitebees.com/file/static/18459/42/serinus_estma_reporting_template_2016_1_.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
AvGOX,Seven Generations Energy Ltd.,NA,elliot.kt.tan@gmail.com,Canada,https://www.7genergy.com/upload/media_element/attachments/215/7G%20ESTMA%202016%20NRCan%20Report%20(1).pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
AVo5X,Severstal Pjsc,NA,hsubhash@resourcegovernance.org,United Kingdom,http://www.severstal.com/files/14129/document14134.pdf,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/30/16,NA
LEx1Z,Severstal Pjsc,NA,hsubhash@resourcegovernance.org,United Kingdom,http://www.severstal.com/files/14129/document14134.pdf,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/30/16,NA
L9eeL,Shell Canada Energy,NA,elliot.kt.tan@gmail.com,Canada,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,6/13/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
LwJKZ,Sherritt International Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://s2.q4cdn.com/343762060/files/doc_downloads/ESTMA/2016/Sherritt-Consolidated-2016-ESTMA-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
L05eA,Sierra Metals Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://s2.q4cdn.com/485819848/files/doc_downloads/estma_report/Sierra-Metals-Inc-2016-ESTMA-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
XB6bX,Signalta Resources Limited,NA,elliot.kt.tan@gmail.com,Canada,https://www.signalta.net/signaltaweb/ESTMA%20Corporate%20Report%202016%20Signalta%20Resources%20Limited%20Final%20Report%20in%20PDF.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR 2 entity names found in project names (in general),tmorrison@resourcegovernance.org,5/6/17,NA
APpaA,"Silver Bull Resources, Inc.",NA,elliot.kt.tan@gmail.com,Canada,http://www.silverbullresources.com/i/pdf/2016-YE-ESTMA.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,11/1/15,10/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,3/27/17,NA
AOgDA,"Silver Bull Resources, Inc.",NA,NA,Canada,http://www.silverbullresources.com/i/pdf/ESTMA-June-2017.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,updated report,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,5/29/17,NA
LwbxZ,Silver Standard Resources Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://s21.q4cdn.com/165250183/files/doc_financials/2017/Silver-Standard-2016-ESTMA-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR 2 entity names found in project names (in general),tmorrison@resourcegovernance.org,5/30/17,NA
AO47X,Sinopec Daylight Energy Limited,NA,elliot.kt.tan@gmail.com,Canada,http://www.sinopeccanada.com/en/estma_report_sinopec_daylight_-_fiscal_2016.pdf,6/20/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/24/17,NA
XJo2Z,Societatea Natl De Gaze N Romgaz Sa,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741512003,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,7/1/16,NA
AY56A,Societatea Natl De Gaze N Romgaz Sa,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741512003,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,7/1/16,NA
